1,0,1.547957,3.158894,0
2,0,0.9431917,3.16742,0
3,0,2.535417,3.16742,0
4,0,1.380267,3.16742,0
5,0,0.8111011,0.02561632,0
6,0,2.383334,1.373388,0
7,0,0.03615715,4.443063,0
8,0,0.641718,0.7962169,0
9,0,0.03343512,1.668983,0
10,0,0.1691383,5.024429,0
11,0,0.03446244,3.728804,0
12,0,0.09232417,2.261329,0
13,0,0.5670437,2.886657,0
14,0,0.08789782,0.2209706,0
15,0,0.8154047,0.05407766,0
16,0,0.1409831,0.0535053,0
17,0,0.08385135,0.2286167,0
18,0,0.6915931,1.691198,0
19,0,0.002955977,0.6418238,0
20,0,0.02497589,3.768033,0
21,0,0.06233414,0.4769981,0
22,0,1.511404,1.437392,0
23,0,0.3128496,0.60594,0
24,0,0.04709077,5.670925,0
25,0,0.5093484,5.695303,0
26,0,0.03219193,0.1358416,0
27,0,0.04615913,0.4535823,0
28,0,0.7876347,0.0485546,0
29,0,0.01101524,4.060153,1
30,0,0.06886512,0.3394299,2
31,0,0.1317796,0.1518483,2
32,0,0.1471,0.06378651,3
33,0,0.635082,0.7812758,3
34,0,0.0004160831,0.1832767,4
35,0,0.9550055,0.3211809,6
36,0,0.1081175,0.1180589,7
37,0,0.008779424,0.01874733,7
38,0,0.1017488,0.2501175,7
39,0,0.1572447,0.6239073,7
40,0,0.02253288,2.265219,7
41,0,0.03454665,0.3643911,7
42,0,0.01437674,1.799496,7
43,0,0.05382165,1.048438,8
44,0,0.1647606,1.55212,9
45,0,0.002009037,0.1724775,12
46,0,0.003874609,0.07713358,14
47,0,0.1034947,1.436555,15
48,0,0.05897664,0.01367848,18
49,0,0.01366383,0.1787651,20
50,0,0.400954,3.899967,21
51,0,0.003835223,0.3757733,22
52,0,0.06492241,0.4571586,23
53,0,0.0162256,0.2367687,24
54,0,0.06038511,0.06766233,26
55,0,0.8301147,0.05033597,28
56,0,0.08906324,0.9301303,28
57,0,0.07383518,0.9383793,30
58,0,0.06280091,0.3259417,30
59,0,0.1988654,0.2872421,31
60,0,0.03658645,1.290349,31
61,0,0.4581335,0.8813811,31
62,0,0.08091334,0.3712071,33
63,0,1.202423,0.1421492,33
64,0,0.4736894,0.2582846,34
65,0,0.1080753,0.1631081,34
66,0,0.1339913,2.058347,34
67,0,0.0110707,0.243265,34
68,0,0.07174161,0.001703337,36
69,0,0.1268681,0.4125587,37
70,0,0.02386794,0.08442075,39
71,0,0.006615158,0.03179878,41
72,0,0.06793849,0.6321674,42
