1,0,0.127112,95.89892,0
2,993,0.1137362,0.0001046251,0
3,449,0.4909213,10.10767,0
4,619,0.2192696,0.1905743,0
5,279,1.320924,48.46125,0
6,2126,0.4104861,0.2150198,0
7,259,0.5128677,0.05970557,0
8,469,0.6588144,0.4220058,0
9,1326,0.0288389,0.0001292865,0
10,2300,0.03101616,0.02052231,0
11,2631,0.09550063,0.3030219,0
12,2642,0.4643834,5.905581E-06,0
13,0,1.164771,0.03366315,0
14,0,1.492543,100.9974,0
15,591,0.4530719,6.282271,0
16,0,1.037602,65.58208,0
17,1500,1.942657,5.618086,0
18,1723,0.5392777,0.0001635938,0
19,2188,0.03292746,3.180992,0
20,4,0.05917412,31.086,0
21,633,2.419728,33.88029,0
22,210,0.352852,0.0540768,0
23,1636,0.1062129,0.04647868,0
24,1006,0.2187183,0.7592936,0
25,0,0.2290395,12.32885,0
26,1179,2.102892,0.2743729,0
27,772,1.013214,4.142629E-05,0
28,1362,0.03719974,0.006166006,0
29,1770,0.06673692,0.004883333,0
30,1481,0.2070154,2.810005,0
31,183,1.683239,3.787437,0
32,859,1.554017,0.6892635,0
33,2266,1.009662,4.51801E-06,0
34,693,0.07626166,2.227145,0
35,468,0.5028925,0.7390203,0
36,349,1.481377,0.3287649,0
37,581,0.13753,0.5323815,0
38,881,2.141654,0.006873798,0
39,369,0.321704,38.63238,0
40,1472,0.9302788,2.606972E-05,0
41,457,2.981302,0.06852419,0
42,249,0.05250614,0.3408584,0
43,728,0.2560939,0.06914343,0
44,1315,0.5205946,0.04917448,0
45,675,0.1363733,0.1228044,0
46,403,1.945079,9.036389,0
47,1393,0.1457162,0.2099579,0
48,1184,0.07470023,0.9853342,0
49,2184,0.09787253,0.2981387,0
50,1962,0.8974465,0.1238148,0
51,378,0.3644347,0.007249995,0
52,609,0.0006324842,0.3467941,0
53,1403,0.09579791,0.03543274,0
54,1390,0.04094466,0.1770453,0
55,1997,0.1115791,0.3954393,0
56,2544,0.2875205,0.1197671,0
57,879,0.1668653,5.9983,1
58,840,0.04728733,0.03555219,1
59,1760,0.1265375,3.445786,1
60,1618,0.3741791,4.283066,1
61,74,0.1340167,0.03541782,1
62,1785,0.1433928,1.857363,1
63,677,0.1818094,0.4709431,1
64,590,0.7470118,8.235394,1
65,751,0.9101796,24.91701,1
66,0,0.8201429,3.242721,2
67,1163,0.3248118,0.4702531,2
68,1029,0.1461498,0.3048047,2
69,1526,1.249122,2.104927,2
70,2129,0.1255773,0.02367235,2
71,2279,0.3662134,0.01052594,2
72,1893,0.6897669,0.0961227,2
73,1411,0.133756,0.2436625,2
74,742,0.00863681,0.02660741,2
75,1758,0.1313353,0.125497,2
76,1573,0.1515231,0.00226865,2
77,2461,0.1070417,0.3278468,2
78,1533,0.3802081,0.001673654,2
79,1515,0.2370434,0.003177842,2
80,2282,0.08919863,0.006848137,2
81,2761,0.1453842,0.009076405,2
82,2179,0.3106735,0.4944984,2
83,1371,0.4288288,0.1029724,2
84,1606,0.1568041,0.7350503,3
85,1839,0.02864478,0.131368,4
86,2272,0.01822434,0.1876227,4
87,1962,0.03042874,0.101123,4
88,2472,0.05006095,0.007251939,4
89,1576,1.348824,0.1224345,4
90,1464,0.08435308,0.9606539,4
91,1754,0.1988696,0.01103186,4
92,3227,0.1231792,0.008894879,4
93,2097,0.1199387,0.1076215,4
94,2585,0.04620478,0.001882253,4
95,2332,0.3683143,0.135692,4
96,2456,0.08991659,0.4765495,4
97,2070,0.04925457,0.00350141,4
98,2352,1.645866,0.04935267,4
99,52,0.1550237,3.582056,4
100,2375,0.1520537,0.009495082,4
101,2305,0.1210269,0.03178652,4
102,3129,0.01257136,0.001068751,4
103,2135,0.08125278,0.7539772,4
104,2488,0.06927336,0.6469846,4
105,1374,0.1291376,0.2408982,4
106,2205,0.07315388,0.925454,4
107,1833,0.01958008,1.079959,4
108,2445,1.101777,1.344605,4
109,2789,0.01093845,0.7281492,4
110,2528,0.07787944,0.000524078,4
111,2727,0.07075834,0.7863382,4
